epoch,train_loss,train_cls_loss,train_box_loss,train_quality_loss,train_depth_loss,train_det_loss,val_loss,lr,val_quality_mean,val_raw_score_mean,val_soft_score_mean,val_quality_score_max,val_raw_score_max,val_soft_score_max,calibrated_precision_001,calibrated_recall_001,calibrated_f1_001,calibrated_precision_003,calibrated_recall_003,calibrated_f1_003,calibrated_precision_005,calibrated_recall_005,calibrated_f1_005,calibrated_precision_010,calibrated_recall_010,calibrated_f1_010,calibrated_precision_015,calibrated_recall_015,calibrated_f1_015,calibrated_precision_025,calibrated_recall_025,calibrated_f1_025,softcalibrated_precision_001,softcalibrated_recall_001,softcalibrated_f1_001,softcalibrated_precision_003,softcalibrated_recall_003,softcalibrated_f1_003,softcalibrated_precision_005,softcalibrated_recall_005,softcalibrated_f1_005,softcalibrated_precision_010,softcalibrated_recall_010,softcalibrated_f1_010,softcalibrated_precision_015,softcalibrated_recall_015,softcalibrated_f1_015,softcalibrated_precision_025,softcalibrated_recall_025,softcalibrated_f1_025,raw_precision_001,raw_recall_001,raw_f1_001,raw_precision_003,raw_recall_003,raw_f1_003,raw_precision_005,raw_recall_005,raw_f1_005,raw_precision_010,raw_recall_010,raw_f1_010,raw_precision_015,raw_recall_015,raw_f1_015,raw_precision_025,raw_recall_025,raw_f1_025
11,7.875792332748672,1.012885415646068,2.9588667110233593,3.730836171267261,0.17320403145477836,7.702588301293893,9.989834570352327,3.5241511638529006e-05,0.775619223204279,0.006754363818553605,0.005596789678969356,0.9214926958084106,0.97305828332901,0.9082391858100891,0.18754778203803887,0.9372247659599289,0.3125510601050379,0.33354187721577877,0.9095628335617837,0.4880961230725893,0.4369949458896091,0.8926477879203243,0.5867479464396967,0.6184047418148484,0.8656566245734784,0.7214339966580586,0.7535290427144874,0.8406631864446323,0.7947148587734172,0.8885271369075164,0.7839686196739479,0.8329795640115892,0.16318519061176132,0.9419638951267171,0.27817886248883045,0.2827322089970873,0.917203767972236,0.43222813949493216,0.37555481344303104,0.9019218991513314,0.5302971196838039,0.5376519233178799,0.8759952171250255,0.6663339101113624,0.6648642533936652,0.8570387004578728,0.7488183057498502,0.8375782818446049,0.8152031263670565,0.8262392480269575,0.14205362438419064,0.9464697133191402,0.2470309059804338,0.24105686264816498,0.9243489165621628,0.38239153056146225,0.31809929830287204,0.9095919974335793,0.4713572168025571,0.46390014267512036,0.8866108664586311,0.609101154549325,0.5753673101226136,0.8696958208171717,0.692557348304952,0.7573702713734578,0.8387529528420193,0.7959868534855561
12,7.762975054972444,0.9854936228247332,2.903208014670589,3.704389912561987,0.16988350367112634,7.593091551301318,9.777417342131873,3.2800173447725445e-05,0.7899912865736325,0.00757959067165551,0.006310369556571592,0.9022293090820312,0.9727187752723694,0.9047957062721252,0.1417698912223272,0.9561229548834903,0.24692655169362113,0.2759079337954848,0.9134999562541923,0.42381068355252477,0.39698619976186295,0.8897022368689668,0.5490054932942219,0.6445707421783764,0.8450815130216688,0.7313315119661302,0.8018469541329982,0.8001983143282102,0.8010217859358465,0.9312015129877649,0.7036221528770159,0.8015714807800924,0.12245519546847432,0.9614745253579865,0.2172420382585317,0.23117197233477407,0.9226282481262212,0.36971009030644586,0.32869073361952345,0.8998950100615357,0.48150835635035816,0.540354779311225,0.8643879961503689,0.6649988781691721,0.709424736815846,0.8293621861238298,0.7647193277310925,0.8911433725624947,0.7563504330834961,0.8182327283626355,0.10558764586120088,0.9657178687042491,0.19036189945113619,0.19626487029689887,0.9312607541777246,0.32420331239291833,0.2724063139611509,0.9102044387412873,0.4193187581662026,0.4491400491400491,0.879640701099478,0.5946532076810852,0.6012898174475625,0.8510892706115664,0.7047076295232,0.8205062682259567,0.7959549709819476,0.8080441733775462
13,7.733701492264069,0.9304540381916283,2.9335582533631244,3.703020921942361,0.16666827322417105,7.567033219039899,9.903822470804835,3.0273430098316875e-05,0.7744011735107106,0.008727216623875031,0.0072440780075393035,0.9272505640983582,0.9760938286781311,0.9300804734230042,0.12174221653399238,0.9653970661144974,0.2162180698279367,0.21466172220247715,0.9335647000495786,0.3490611301332519,0.2979558889864913,0.9150310595234623,0.4495331019438863,0.5176570735775888,0.877876286855843,0.6512762539418099,0.7134019340441359,0.839088337367669,0.7711574799983919,0.8860699626708106,0.7649391933273061,0.8210610341130526,0.10734829235513327,0.9690571320248477,0.19328521756075429,0.18470916126962486,0.9403015544343667,0.30876561269269726,0.2502151242194346,0.9243489165621628,0.39382455268389666,0.41388244184163653,0.894514275715244,0.5659197210254897,0.5969395978563081,0.8640817754965149,0.7060877232701405,0.8307696916141207,0.8088308203797137,0.8196534781484355,0.09488972090923461,0.9715798069351688,0.1728937101606096,0.16149898122417297,0.9465863688063227,0.2759223090508383,0.2117758973288123,0.9316836303187611,0.34510733798027976,0.3354424912538332,0.9060048412027181,0.48961001095342044,0.47297792540956124,0.8845110676893464,0.6163647910580465,0.7444063644300812,0.8329930881623845,0.7862122119228997
14,7.548397410140674,0.8658923041974181,2.8543357025480764,3.6642522396698234,0.16391715946341762,7.384480250677257,9.767834125258654,2.768903620156197e-05,0.7336268826641141,0.008183453556253136,0.006692084936313258,0.9151243567466736,0.9814183712005615,0.9278668165206909,0.1463589290367903,0.9417889118959433,0.2533464871936187,0.2870832070672287,0.9117355420105573,0.4366697861522775,0.40663839645313116,0.8907229723818134,0.5583674215589935,0.6383497009930323,0.8483187027909825,0.7285067589989543,0.7691716739374983,0.8175799819183995,0.7926374123501471,0.9050110083663584,0.7492490303012628,0.8197968935725511,0.1200180431000856,0.9466738604217095,0.21302860517961297,0.23444531566449522,0.9199597538569221,0.37366477432576106,0.326783818472801,0.9021697920615941,0.4797813148252263,0.5385676431086428,0.8654087316632156,0.663944421448309,0.6862813079084225,0.8370614482778733,0.7542092850620471,0.8561000712532658,0.7884015281868821,0.8208573402260633,0.09788381624423531,0.951092186998746,0.17749983331496397,0.1926500605064343,0.926244568228878,0.3189595651464367,0.26423834621740766,0.9116334684592726,0.40971901368067504,0.4270690798290285,0.8829216366764852,0.5756812261119246,0.58393129049273,0.8555805068680918,0.6941245364044505,0.7813350832856285,0.816005132841436,0.7982938537364745
15,7.466985010614575,0.8318722545973047,2.8282991590569595,3.6446235124952016,0.1621900823157927,7.304794928298782,9.629509457638267,2.5075379622006007e-05,0.7543444588473155,0.006644149616829764,0.005539746576911882,0.9140126705169678,0.9774592518806458,0.921890914440155,0.2152491859745432,0.9331126600367465,0.3498056665555149,0.4170365587926721,0.9042258450231853,0.5708105122658443,0.5410818243508697,0.8836507334713757,0.67118189772614,0.7093888450567458,0.8522120796756978,0.7742691917887164,0.8216126253704542,0.8206421884569396,0.8211271201896773,0.9124629343560787,0.7493511038525474,0.8229020713067567,0.17569305106261005,0.9384788124471405,0.2959762516297112,0.3514550561797753,0.9122313278310828,0.5074175311666086,0.4679631774675364,0.8954475196127037,0.6146885416562395,0.6432058319411599,0.8645921432529382,0.7376461806419508,0.7498734374391526,0.8423692729446761,0.7934347422999004,0.8830401744309029,0.7913470792382397,0.8346829699696235,0.14442266213554947,0.943188777742133,0.25048988854551507,0.29261628960537506,0.9183119951004696,0.4438133159498934,0.39426527851003956,0.9050715973052582,0.5492621844649453,0.5713932712412089,0.8766951500481204,0.6918606658304469,0.6782384973925885,0.8572282656245443,0.7573009391062389,0.8286379442447103,0.8200589110210271,0.824326107031353
16,7.2942515751819235,0.8054926994908493,2.7248067923948,3.603156331375316,0.16079575258202167,7.133455822599902,9.66899641055117,2.246116965548875e-05,0.7577427172287697,0.007234748907279587,0.006013991077001823,0.9136255383491516,0.981116533279419,0.9207512140274048,0.17444667407059436,0.9368018898188923,0.2941231678535702,0.3135411302206291,0.8966724022281198,0.46461830229808193,0.4356983671507436,0.8723497331505731,0.5811427794291931,0.6853077034114421,0.8307474700341217,0.7510513479665151,0.8066996317110032,0.8017002537256847,0.804192172952732,0.9004291398092326,0.7557234098398904,0.8217544694176874,0.14928381398810556,0.9417889118959433,0.25771671750958164,0.2654327582596507,0.9056986205488641,0.4105467368636744,0.3607092721692165,0.8842631747790837,0.5123999763407606,0.5877623441143668,0.8453294059319315,0.6933998373283574,0.7399417524346692,0.8187611187261221,0.7773585950533362,0.8687558983370757,0.7785587214558605,0.8211879787135868,0.12775887080424295,0.9464697133191402,0.22512881077865704,0.22664428704755427,0.9136166117413748,0.36319053967885917,0.29883516911979724,0.8940913995742075,0.44795037953228767,0.4797928472126243,0.8605529470092449,0.6160904900850301,0.647465568167672,0.8342617165854939,0.7290892755876413,0.8250082948752753,0.7976756394178891,0.811111770113579
17,7.286594598776746,0.7189564228269998,2.76932811898055,3.642068326303527,0.15624172834420763,7.130352870432539,9.263555481553293,1.9875121676441148e-05,0.763218205047945,0.006350810762404828,0.005333635568585789,0.9158867001533508,0.9829229116439819,0.9278927445411682,0.21103914353068762,0.9307503864213013,0.3440647496556873,0.3983408433829083,0.8920353466126163,0.5507449921224398,0.5288372051797949,0.8700312053428213,0.6578243780354023,0.7211042929324748,0.8345096094957567,0.773673288675891,0.8353212948423723,0.8067456035463269,0.8207848082486462,0.9176222670998332,0.7619644784041529,0.8325804832580483,0.17513060795787808,0.9360873749598997,0.2950592117812255,0.3347217106831033,0.9011490565487474,0.4881321927600451,0.45553351485484567,0.8806906004841203,0.6004742469961871,0.6421655123737262,0.8490915453935665,0.7312720559609178,0.76646430700851,0.8247834582519176,0.7945551856378272,0.8898113829173874,0.7876578494560937,0.8356241733251858,0.14365432252775648,0.9403453002420601,0.24923378977433033,0.2795558721922762,0.9097815626002508,0.4276915378208578,0.380453187250996,0.8911895943305433,0.5332565505326806,0.5658321032149225,0.8607862579836099,0.6828182112617406,0.6812806426841514,0.8408964974189973,0.752719891922231,0.8404002920063268,0.8057686138411736,0.8227201667535174
18,6.783061551818393,0.6894866120427124,2.4642408677090493,3.4786223539071344,0.15071171618891982,6.632349835629473,8.811011790437878,1.7345641718412913e-05,0.7523750360414662,0.005363526500243401,0.004481856498844924,0.9125122427940369,0.9819050431251526,0.9241084456443787,0.27395285954798226,0.9396162034471697,0.4242206787583529,0.4242273046011112,0.9174662428183966,0.580183503158283,0.5299395307862709,0.9034967482282948,0.6680431489458052,0.7218475372981811,0.8755577590480912,0.791307270079534,0.8438485117015558,0.8470354924319753,0.8454389986537132,0.9312920089619119,0.8000816588410278,0.8607150140398764,0.24410176692310884,0.9433929248447024,0.38784826821335966,0.3752222248559983,0.9232990171775205,0.5335951391756487,0.467280905940557,0.910379421972061,0.6175730148131661,0.6392647971147072,0.8865233748432442,0.7428595866349791,0.7604708528776473,0.8676251859196827,0.8105217989497272,0.9002601357781866,0.8276123538160927,0.8624090197687316,0.21597498295048154,0.9466738604217095,0.3517104446966598,0.33235237334919565,0.9287964070109948,0.48953413750302616,0.411387602375906,0.9170287847414623,0.5679759399582743,0.5611130872575041,0.8970952783691563,0.6903977690369714,0.6769734408107896,0.8805156172533466,0.7654444620503883,0.8381874225794371,0.8485520137653475,0.8433378742645141
19,6.736580109651293,0.643861317620679,2.470261120624201,3.473655517470979,0.14880215339692293,6.587777956254371,9.127253470898538,1.4900514452505714e-05,0.7477492783295878,0.007133759408015383,0.005980408065598244,0.9063083529472351,0.9836050868034363,0.9256240725517273,0.2372520283994285,0.9419055673831258,0.3790316192197443,0.422330684522609,0.9160372131004112,0.578122986876737,0.5570488007813913,0.8981597596896964,0.6876248953391013,0.7674412633200668,0.8716498002274782,0.8162328972881447,0.8557164914344534,0.8485665957012453,0.852126545763382,0.9284270798248568,0.8039021260462539,0.8616889917004017,0.19765037622604623,0.9464697133191402,0.32701129301636644,0.3597671549817806,0.9228469771646883,0.5177083631574426,0.4743681595073321,0.9075651083437837,0.6230691453684516,0.6899418405747519,0.8822217037533903,0.7743235979215194,0.8024930560260145,0.8636588993554785,0.8319532528461965,0.8998985511840979,0.8278310828545598,0.8623617693522906,0.16208427099004116,0.9504943276269358,0.27694255554635006,0.3070867280528371,0.928854734754586,0.46157357757746154,0.39947325563641917,0.9156580827670682,0.5562652256721442,0.5929112648489429,0.8922978214587769,0.7124295627066548,0.7310884486199679,0.8760097990609234,0.7970149253731343,0.8580658515309668,0.846291813701187,0.8521381639320192
20,6.614539848331673,0.6225845019867348,2.4198654624832368,3.422864444139326,0.14922543768099109,6.465314410650682,9.22775660024469,1.2566597991063698e-05,0.7456311113251936,0.006390710888214316,0.005380746101401193,0.9242640733718872,0.9820365309715271,0.9270480275154114,0.26145110203009864,0.9292192831520313,0.40808171368191865,0.44856017899691986,0.9003907958820613,0.5988052406489716,0.5650667064172319,0.8844235760739596,0.6895642188796799,0.7385409618324437,0.8594593018169092,0.79442527496226,0.828454231433506,0.8393508122138295,0.8338669254950817,0.9117313592103508,0.7973694187640351,0.8507242092817026,0.2204838665309603,0.9350228936393595,0.35682606106810755,0.394768895035335,0.9074192889848056,0.5501830141637049,0.5010858074719944,0.8916416343433754,0.6416028792226938,0.6798415362308913,0.8683251188427775,0.7626097368876025,0.7783406206675909,0.8514100732013182,0.8132373218936725,0.8847379547534155,0.8177549651491732,0.8499287684520022,0.1822687940496578,0.940505701536936,0.3053593409714989,0.34554003046155884,0.913062498177258,0.5013491332719484,0.4400650838168233,0.8991950771384409,0.590929781270214,0.609347460545775,0.8771909358686459,0.7191392707710699,0.7187709075869452,0.861617428329785,0.7837384355207746,0.8407646117481244,0.8350637230598734,0.8379044706674178
